,No.,neg,neu,pos,compound,Hotel Name,Ratings,Reviews
1124,1511,0.0,1.0,0.0,0.0,Hotel Boss,4,rooms bit small cleanliness health checks 
1125,1512,0.0,0.321,0.679,0.9509,Hotel Boss,4,room bit small efficient staff friendly good pool great facilities super view room 
1126,1513,0.237,0.547,0.216,0.0516,Hotel Boss,0,tiny room two person stay room hard move around bathroom exhaust fan fan working told fix bother disappointed nearly aud   per night absolutely throwing money ashtray happy location 
1127,1514,0.0,0.503,0.497,0.7845,Hotel Boss,0,location room narrow bath like small like airplan toilet good u site 
1128,1515,0.162,0.817,0.021,-0.7845,Hotel Boss,2,deluxe room balcony awful small really single enough room  cases difficult pass dressing etc balcony almost size room internal hotel overlooked every side use view sunlight room also smelt heavily bleach breakfast nightmare grumpy staff mainly asian curries etc hygienic complain management apology would return reception staff proximity mtr many lifts 
1129,1516,0.0,1.0,0.0,0.0,Hotel Boss,4,rooms small 
1130,1517,0.171,0.698,0.131,-0.1882,Hotel Boss,5,room little bit small clean stuff extremely helpfull tired overslept breakfast time got back money 
1131,1518,0.279,0.604,0.117,-0.8957,Hotel Boss,1,staff care justin dressed manager useless even intend fix problem received call reception offering upgrade changed room accepted went new room old one upgrade lied make change room complained reception guy name justin give explanation guy even care wasted one hour putting suitcases change rooms hate way lied assume responsibility floor new room sticky 
1132,1519,0.0,0.0,1.0,0.6249,Hotel Boss,5,great 
1133,1520,0.0,0.312,0.688,0.296,Hotel Boss,5,ok bed 
1134,1521,0.0,0.27,0.73,0.4019,Hotel Boss,4,clean sheets 
1135,1522,0.0,1.0,0.0,0.0,Hotel Boss,5,view balcony 
1136,1523,0.04,0.665,0.295,0.9268,Hotel Boss,5,staff people caring friendly lost phone taxi informed front officers mr faizal concierge really helped lot call taxi service get vehicle number camera informed taxi service believe  minuets got phone iphone taxi driver handover hotel really appreciate services good luck hotel boss staff really concerned 
1137,1524,0.085,0.721,0.194,0.7717,Hotel Boss,2,hard bed small room poor soundproofing th floor could still traffic could hear elevator dings rooms flushed toilet tiny fridge barely kept things cold small gym big enough solo two occupants pretty good location great pool could used little shade available around outside 
1138,1525,0.055,0.621,0.325,0.9535,Hotel Boss,5,negative point buffet breakfast food hot enough would say    stay really friendly staff great pool area allowed us check late   instead   able use pool area left flight free cold water ice poolside also ample clean towels shower disabled toilet two bars served nice food looked like rented hotel nice people 
1139,1526,0.0,0.932,0.068,0.0258,Hotel Boss,2,size bedroom shower room extremely small booking com disclose size room hotel lobby car park spacious 
1140,1527,0.0,0.534,0.466,0.9812,Hotel Boss,4,found ants room stay definitely room improvement upkeep hygiene overall room pretty clean well maintained hotel room balcony surprisingly spacious provided excellent view beautiful sport hubs location convenient many eateries nearby stone throw away downtown lastly thanks free upgrade bigger room th wedding anniversary 
1141,1528,0.0,0.358,0.642,0.8,Hotel Boss,5,great experience especially mr faisal helpful 
1142,1529,0.172,0.448,0.381,0.4215,Hotel Boss,2,lack soap shampoo shower room view good location ok 
1143,1530,0.0,0.828,0.172,0.6124,Hotel Boss,2,size wardrobe room even provide iron press clothes room breakfast menu every day late checkout upon request also location good well connected business districts commercial centres 
1144,1531,0.0,1.0,0.0,0.0,Hotel Boss,2,get room advertised second time happened location 
1145,1532,0.464,0.536,0.0,-0.3818,Hotel Boss,4,rooms small feels uncomfortable 
1146,1533,0.0,0.408,0.592,0.4404,Hotel Boss,5,good stay things 
1147,1534,0.0,0.864,0.136,0.2975,Hotel Boss,5,literally nothing first time answering question frequent guest hotel boss almost like everything exceeded expectations 
1148,1535,0.0,1.0,0.0,0.0,Hotel Boss,1,need storage space fir clothes suitcases etc staff location 
1149,1536,0.219,0.478,0.303,0.3767,Hotel Boss,4,tv youtube laggy wifi isnt really stable well expected service comfortable value spent 
1150,1537,0.056,0.784,0.16,0.4215,Hotel Boss,2,checking rigid hotel insisted booking name check name sign via facebook recommended house keeping eager complete task keep ringing door bell am onwards location 
1151,1538,0.0,1.0,0.0,0.0,Hotel Boss,2,room small 
1152,1539,0.0,0.633,0.367,0.4404,Hotel Boss,2,cleaning room good location reasonable rates 
1153,1540,0.226,0.447,0.327,0.3578,Hotel Boss,5,nothing great location clean comfortable yes rooms small didnt bother us second stay definately come back 
1154,1541,0.0,0.826,0.174,0.2263,Hotel Boss,2,space small view rooms price worth price expecting bigger rooms 
1155,1542,0.301,0.466,0.233,-0.4404,Hotel Boss,2,staff rude check specs dam rude want foreigners come hotel let come treat someone check like dirt balcony pool 
1156,1543,0.0,0.331,0.669,0.9022,Hotel Boss,5,staff nice helpful value money great location near public transport 
1157,1544,0.0,0.6,0.4,0.8402,Hotel Boss,4,staff friendly small clean rooms convenient location want go mustafa little india bay gardens bog attractions close bog location 
1158,1545,0.0,0.517,0.483,0.9558,Hotel Boss,4,breakfast hotel restaurant good restaurant staff friendly well breakfast maya restaurant really good good location near restaurants train station able easily go famous mustafa centre transportation quite easy 
1159,1546,0.0,1.0,0.0,0.0,Hotel Boss,2,room smells cigarett checked smoker floor cleaned location convenient 
1160,1547,0.135,0.748,0.117,-0.1602,Hotel Boss,4, room quiet noise woke every time someone used toilet next door  corridor carpet little dirty worn  location  restaurants hotel around get types food  lobby spacious  cleanliness view room nice 
1161,1548,0.053,0.529,0.418,0.9349,Hotel Boss,4,little issues staff hotel managed faster criteria good point thanks terrace swimming pool great location good bus stop stairs taxis main entrance situated walking distance metro station important attractions 
1162,1549,0.0,0.556,0.444,0.6808,Hotel Boss,5,clean tidy easy access main shopping hop bus around 
1163,1550,0.0,0.879,0.121,0.6705,Hotel Boss,2,room setting different picture booking com totally different room given really dissapointed much view tv car park exit setting given  card per car exit mention need entry exit night given nd card room clean nice view quiet strategic location pricey small room 
1164,1551,0.0,0.385,0.615,0.8402,Hotel Boss,5,great location lots eating options loved staying 
1165,1552,0.406,0.594,0.0,-0.6249,Hotel Boss,0,room way small picture worst hotel ever 
1166,1553,0.0,1.0,0.0,0.0,Hotel Boss,5,location 
1167,1554,0.2,0.667,0.133,-0.0516,Hotel Boss,4,noisy evening night outside room corridor guests allowed kids play shout outside rooms must stopped 
1168,1555,0.272,0.457,0.271,-0.0038,Hotel Boss,5,neighbors really hotel problem clean new room 
1169,1556,0.128,0.604,0.268,0.2732,Hotel Boss,2,rooms small price high breakfast good limited options staff behaviour location lobby 
1170,1557,0.318,0.682,0.0,-0.1027,Hotel Boss,2,room small bed hard 
1171,1558,0.0,1.0,0.0,0.0,Hotel Boss,4,room without ironing facilities must make use facility th level staffs polite 
1172,1559,0.16,0.84,0.0,-0.2732,Hotel Boss,4,close mrt also close beach road kl bus drop golden mile tower 
1173,1560,0.201,0.732,0.068,-0.7964,Hotel Boss,1,toilets compact room extremely small  bedside cupboard top bed top hard poor breakfast variety westerns nd day reception supervisor poor personality wen asked switch breakfast th st floor due poor variety western guests st day baggage porter taxi coordinator faizal exceptional needs taxi shuttle etc 
1174,1561,0.0,1.0,0.0,0.0,Hotel Boss,4,location convenient 
1175,1562,0.151,0.482,0.367,0.5574,Hotel Boss,2,care customer customer service house keeping management lazy reception good polite 
1176,1563,0.0,0.77,0.23,0.4576,Hotel Boss,2,bigger rooms glasses room could hear guests really clearly rooms location 
1177,1564,0.0,0.707,0.293,0.4404,Hotel Boss,2,good except room small two people luggage etc 
1178,1565,0.0,0.631,0.369,0.765,Hotel Boss,4,residents rowdy due new year week swimming pool area view rooms good adequate always nice staff 
1179,1566,0.219,0.781,0.0,-0.8687,Hotel Boss,2,ants room extremely small bed booked room  adults one child one double bed small us sleep hotel additional bedding absolutely horrible buffet breakfast waist money dirty plastic plates cups poor choice walked went near cafe instead central location 
1180,1567,0.0,0.503,0.497,0.836,Hotel Boss,4,near mrt loving smell lobby white tea rd stays family loving tooo 
1181,1568,0.04,0.791,0.169,0.8008,Hotel Boss,2,main concern room size value money compare hotels room size small including bathrooms lots hotels rate sgd  room sizes bigger website photos give correct picture room sizes location good corporative staff take action fast telephone calls less time waste room arrangement departure time good spaces allocated pool area common areas like lift open area etc 
1182,1569,0.032,0.602,0.365,0.9774,Hotel Boss,4,rooms small side bother us however  suitcase loved stay hotel boss rooms nice modern staff nice great location stroll mrt buses right front even though get family room hotel managed put  standard rooms next children loved pool pool amazing view night well also small playground little kids also loved coin laundry could washing left 
1183,1570,0.0,1.0,0.0,0.0,Hotel Boss,4,place close hawker quiet reasonable price 
1184,1571,0.0,0.806,0.194,0.6249,Hotel Boss,2,size room small barely turn especially luggage size balcony almost size room guess could keep luggage location great 
1185,1572,0.027,0.495,0.478,0.9741,Hotel Boss,5,breakfast good value pretty basic busy would recommend eating elsewhere pool gym huge pool deck fantastic also great find room suited three people hard find singapore great location near lavender station close kampong glam bugis 
1186,1573,0.0,1.0,0.0,0.0,Hotel Boss,2,room small  adults yrs old child buffet breakfast 
1187,1574,0.201,0.489,0.31,0.25,Hotel Boss,1,staff hotel room size food pathetic location good far attractions stay u car 
1188,1575,0.0,0.453,0.547,0.9538,Hotel Boss,4,room compacted ok good couple location incredible easy access popular locations easy get bus mrt traveling rooms clean equipped essentials easy check check 
1189,1576,0.0,0.828,0.172,0.4404,Hotel Boss,2,room sound proof room service good days even soap replenish many groups stay room squeezing 
1190,1577,0.0,0.385,0.615,0.4939,Hotel Boss,5,hand bidet bathroom 
1191,1578,0.0,0.706,0.294,0.3612,Hotel Boss,5,na like reception area big light centre 
1192,1579,0.0,0.556,0.444,0.4927,Hotel Boss,5,really easy get hotel boss 
1193,1580,0.0,0.508,0.492,0.7003,Hotel Boss,5,good netflix tv gave issues everything else good 
1194,1581,0.0,0.694,0.306,0.8979,Hotel Boss,5,staff went beyond make excellent place stay arrived alot earlier check time expect get room staff got us straight room fantastic travelling overnight rooms smaller size clean close bus train station 
1195,1582,0.0,1.0,0.0,0.0,Hotel Boss,5,room small  mins walking distance covered pedestrians path lavender mrt station 
1196,1583,0.0,0.519,0.481,0.8126,Hotel Boss,3,room small  people toilet squeezy strong wi fi great pool 
1197,1584,0.0,0.0,1.0,0.5267,Hotel Boss,4,ok ok 
1198,1585,0.0,1.0,0.0,0.0,Hotel Boss,5,room cleaning time proximity bugis 
1199,1586,0.282,0.484,0.234,-0.1531,Hotel Boss,2,noise level along corridor breakfast lousy location good 
1200,1587,0.0,0.775,0.225,0.4404,Hotel Boss,2,wash room small water system good front desk staffs polite cooperative 
1201,1588,0.0,0.0,1.0,0.7269,Hotel Boss,5,helpful worth value 
1202,1589,0.0,1.0,0.0,0.0,Hotel Boss,4,would little bit bigger room everything needs 
1203,1590,0.175,0.825,0.0,-0.1779,Hotel Boss,5,room next door bit noisy late night skipped breakfast 
1204,1591,0.175,0.375,0.45,0.5673,Hotel Boss,4,none nice location unblock view clean comfortable stay 
