2017,305.4,ARPU in USD (US$),
2018,305.6,Year,Average
2019,305.9,,
2020,306.5,,
2021,307.1,,
2022,307.8,,
2023,308.3,,
2024,308.8,,
2025,309.2,,
2026,309.4,,
